poem_line,cluster_label,tsne_dim1,tsne_dim2
眼枯即见骨,13,-36.7243,26.404589
天地终无情,6,-42.866062,15.2103615
岂意贼难料,10,2.101912,27.859564
归军星散营,1,-2.549422,19.780304
送行勿泣血,3,-3.6257753,-12.667531
仆射如父兄,12,18.156788,7.023481
吏呼一何怒,1,-0.2780419,38.738842
妇啼一何苦,11,-33.621063,21.090038
死者长已矣,6,-42.41452,14.475339
如闻泣幽咽,11,-50.25507,-2.172223
不如弃路旁,7,5.437104,7.9941044
无乃太匆忙,7,-14.1371565,17.98358
沉痛迫中肠,11,-49.950397,6.450256
誓欲随君去,12,32.59318,38.079933
人事多错忤,7,-17.351917,26.701885
与君永相望,0,15.178567,-30.046003
存者无消息,11,-17.932232,-10.685313
死者为尘泥,1,-42.325687,14.879912
永痛长病母,11,-31.694511,16.59888
五年委沟谿,13,-18.985085,28.990417
生我不得力,13,-22.644888,19.734781
终身两酸嘶,13,-31.073923,17.370455
人生无家别,17,-53.38969,15.338349
何以为蒸黎,13,-2.2874777,22.888035
今夕复何夕,19,12.911369,-18.440878
共此灯烛光,12,23.88178,-27.26344
惊呼热中肠,2,52.36155,7.2329555
主称会面难,3,-8.77741,-1.7254872
一举累十觞,2,52.031494,-1.1394513
感子故意长,12,19.973238,-32.300457
明日隔山岳,16,-1.9319986,-30.60681
世事两茫茫,6,-4.5234146,-1.9125061
死别已吞声,11,-52.53296,6.9764934
生别常恻恻,11,-51.80239,-5.268116
故人入我梦,12,18.684711,-23.735336
明我长相忆,0,3.0544195,-33.266506
君今在网罗,10,-19.495716,31.322979
何以有羽翼,19,6.9858613,2.0442772
恐非平生魂,10,-4.16903,9.533888
犹疑照颜色,19,17.172972,-22.95975
浮云终日行,16,17.099215,-12.977865
游子久不至,17,-7.98988,-20.417051
三夜频梦君,0,3.2703125,-33.729404
情亲见君意,12,20.71034,-31.249662
告归常局促,13,-23.83468,26.606968
苦道来不易,13,-31.208986,21.690735
冠盖满京华,4,36.772038,19.587955
斯人独憔悴,11,-49.131382,-8.297155
孰云网恢恢,19,-0.17898212,17.509186
将老身反累,13,-25.363415,19.348585
千秋万岁名,4,40.73945,11.188252
寂寞身后事,9,-34.760807,-25.919502
吾将罪真宰,18,-0.49237695,34.015068
意欲铲叠嶂,15,37.976326,32.230022
恐此复偶然,10,-6.554948,11.557201
临风默惆怅,5,-34.60097,-10.488843
感此气扬扬,2,50.046143,8.182985
仍嗔问升斗,18,-2.171742,32.24154
与人一心成大功,15,46.160713,25.086712
雄姿未受伏枥恩,15,32.32418,29.071878
猛气犹思战场利,15,41.988556,31.636755
青丝络头为君老,0,7.763286,-39.4987
何由却出横门道,19,-5.7510395,-6.698117
却忆年年人醉时,17,0.40661824,-30.970057
只今未醉已先悲,5,-47.084675,3.3314493
数茎白发那抛得,6,-18.022055,1.24535
百罚深杯亦不辞,15,24.074305,20.004091
此身饮罢无归处,16,29.898912,0.51611286
独立苍茫自咏诗,8,45.0685,6.7735524
游子空嗟垂二毛,6,-14.696997,-7.1057305
哀鸿独叫求其曹,11,-43.80577,6.1035843
吾人甘作心似灰,7,-48.317448,-29.73685
弟侄何伤泪如雨,11,-61.272106,-0.026991555
自断此生休问天,7,-19.724379,13.083221
堂上不合生枫树,7,-9.676133,6.3583174
怪底江山起烟雾,19,4.6087165,-3.6261418
闻君扫却《赤县图》,15,13.587153,37.443283
乘兴遣画沧洲趣,8,44.776623,-6.162018
对此融心神,8,24.703533,-7.1011095
知君重毫素,12,24.389906,7.7219405
悄然坐我天姥下,8,38.510666,-26.914896
耳边已似闻清猿,9,34.51992,-25.323442
反思前夜风雨急,10,-43.4366,-31.03229
乃是蒲城鬼神入,10,-2.631544,9.4544525
元气淋漓障犹湿,14,31.12019,-14.750693
真宰上诉天应泣,7,-19.071045,23.428398
刘侯天机精,4,32.65834,15.394351
爱画入骨髓,0,18.35442,-35.032707
吾独胡为在泥滓青鞋布袜从此始,18,26.21359,22.383318
满堂动色嗟神妙,4,35.2425,-8.456347
韦侯韦侯数相见,12,21.30751,-24.507227
我有一匹好东绢,4,24.331018,13.064082
请公放笔为直干,15,36.40242,22.379423
哭声直上干云霄,11,-53.902145,10.174423
边庭流血成海水,1,-47.984386,16.921972
武皇开边意未已,1,0.03873766,42.495964
信知生男恶,1,-22.548235,19.514414
反是生女好,18,21.778538,1.1910858
新鬼烦冤旧鬼哭,1,-44.0927,10.946322
天阴雨湿声啾啾,5,-46.2515,-4.663839
炙手可热势绝伦,4,31.004164,25.113491
慎莫近前丞相嗔,10,-6.370134,15.111633
德尊一代常坎坷,7,-16.260979,32.784344
名垂万古知何用,7,16.213589,21.592201
但觉高歌有鬼神,4,46.825855,4.621837
焉知饿死填沟壑,13,-41.624165,16.115757
儒术于我何有哉,18,15.420771,22.521729
孔丘盗跖俱尘埃,18,16.539911,21.868008
不须闻此意惨怆,11,-49.446934,1.4659086
生前相遇且衔杯,2,52.231148,-3.5610642
恨不移封向酒泉,7,-5.0790896,26.706974
衔杯乐圣称避贤,2,51.04166,-2.6592467
自称臣是酒中仙,2,46.262375,1.92309
赤县官曹拥材杰,4,36.88614,19.984001
软裘快马当冰雪,2,41.80738,7.406342
长安苦寒谁独悲,5,-42.693188,4.7717614
杜陵野老骨欲折,13,-25.10493,11.2442
此老无声泪垂血,11,-51.27098,13.142145
纷纷轻薄何须数,18,10.619214,27.973951
此道今人弃如土,7,6.2836037,30.643896
都人回面向北啼,11,-52.374603,11.820519
日夜更望官军至,16,19.826807,-15.847364
少陵野老吞声哭,11,-57.07376,7.051026
细柳新蒲为谁绿,0,14.635519,-35.481365
人生有情泪沾臆,11,-60.13564,-0.56049407
江水江花岂终极,16,42.184673,10.4194975
中兴诸将收山东,15,48.61368,21.091646
捷书夜报清昼同,14,49.55442,19.663803
已喜皇威清海岱,4,50.10744,19.553831
常思仙仗过崆峒,16,8.676621,-13.716819
青袍白马更何有,6,0.18596108,6.4260516
后汉今周喜再昌,4,50.960644,19.388395
寸地尺天皆入贡,4,52.19159,20.772116
奇样异瑞争来送,14,55.751488,11.650128
安得壮士挽天河,15,35.423107,32.173344
尽洗甲兵长不用,8,50.883327,17.40082
田家望望惜雨干,13,9.907815,-20.567608
布谷处处催春种,14,26.587126,-17.154514
淇上健儿归莫懒,15,35.639416,30.821917
城南思妇愁多梦,5,-31.75616,-4.3359804
呜呼一歌兮歌已哀,11,-45.929474,2.106691
悲风为我从天来,1,-46.6423,9.319127
呜呼二歌兮歌始放,7,-18.698092,-42.524426
邻里为我色惆怅,5,-33.342175,-9.566493
呜呼三歌兮歌三发,7,-18.671066,-42.647114
汝归何处收兄骨,11,-44.029934,12.750163
呜呼四歌兮歌四奏,7,-18.679556,-42.609016
林猿为我啼清昼,8,35.147022,-25.321276
呜呼五歌兮歌正长,7,-18.589888,-42.531944
魂招不来归故乡,17,-7.4996915,-18.262142
呜呼六歌兮歌思迟,7,-18.516285,-41.72447
溪壑为我回春姿,14,31.062885,-15.856032
呜呼七歌兮悄终曲,11,-18.579704,-41.761303
仰视皇天白日速,18,10.1832285,-27.138243
壮哉昆仑方壶图,4,47.47468,15.378184
焉得并州快剪刀,15,25.51919,34.757385
剪取吴淞半江水,16,15.826999,-10.579952
强将笑语供主人,14,56.062412,-9.526241
悲见生涯百忧集,13,-45.912514,5.1306763
老妻睹我颜色同,12,20.053755,-5.714794
南村群童欺我老无力,13,-23.36207,20.44822
忍能对面为盗贼,1,-3.5867553,36.84532
归来倚杖自叹息,6,-38.49899,-11.076903
自经丧乱少睡眠,11,-52.241837,16.150093
长夜沾湿何由彻,13,-35.960094,4.535231
安得广厦千万间,12,23.881264,43.660526
大庇天下寒士俱欢颜,12,23.873693,43.680565
风雨不动安如山,15,32.732384,40.41761
呜呼何时眼前突兀见此屋,7,-24.710125,22.011532
吾庐独破受冻死亦足,12,23.944016,43.567635
王郎酒酣拔剑斫地歌莫哀,2,49.56561,3.688614
我能拔尔抑塞磊落之奇才,4,36.45555,20.873972
青眼高歌望吾子,12,18.63876,-7.581192
眼中之人吾老矣,6,-34.59392,-16.296978
富贵于我如浮云,8,23.583153,24.190525
忍使骅骝气凋丧,7,-17.259968,23.254938
途穷反遭俗眼白,7,-15.086945,32.0483
世上未有如公贫,4,26.055408,24.278822
终日坎缠其身,13,-27.347496,21.573557
可怜九马争神骏,4,35.27257,17.639585
复令识者久叹嗟,7,-15.246222,-41.57724
君不见金粟堆前松柏里,6,-44.475826,-20.49645
龙媒去尽鸟呼风,16,8.90881,4.771687
壮其蔚跂,4,34.80879,14.096852
抚事慷慨,15,38.548473,29.999943
感时抚事增惋伤,11,-46.710476,-6.8488626
乐极哀来月东出,5,-46.7832,1.7599914
老夫不知其所往,19,-1.8695103,-6.5954704
足茧荒山转愁疾,13,-28.065046,19.453798
伤心不忍问耆旧,11,-40.64583,-10.413953
洒血江汉身衰疾,1,-45.68215,20.056963
我斥奴人解其缚,15,34.85564,33.591988
鸡虫得失无了时,7,-14.781268,23.562847
去年米贵阙军食,13,-33.676933,30.860214
今年米贱太伤农,13,-34.295124,30.124212
高马达官厌酒肉,18,23.32621,27.6648
此辈杼柚茅茨空,13,-30.083025,28.3594
况闻处处鬻男女,1,-36.522053,31.904524
割慈忍爱还租庸,11,-51.867466,9.869211
万国城头吹画角,1,-51.04024,22.248264
此曲哀怨何时终,5,-44.495365,0.83904296
从来多古意,16,15.354484,-6.2923665
临眺独踌躇,5,-35.679558,-10.894908
真堪托死生,12,21.758236,4.7472734
万里可横行,15,42.95982,18.34441
白也诗无敌,4,39.408146,20.368124
飘然思不群,8,44.009384,5.6879277
何时一樽酒,16,13.454713,-16.443613
重与细论文,18,14.90753,10.146203
闺中只独看,3,-29.198824,-20.072742
何日倚虚幌,16,6.790313,-21.976116
双照泪痕干,11,-59.453903,-2.5023108
感时花溅泪,11,-60.539444,6.9259253
恨别鸟惊心,5,-39.52317,0.83137745
家书抵万金,17,-6.6197634,-30.887997
白头搔更短,13,-23.91244,10.41693
浑欲不胜簪,13,-24.863552,18.064472
眼穿当落日,16,5.082192,-9.345219
心死著寒灰,9,-48.27727,-29.813072
喜心翻倒极,2,52.994328,7.3853183
呜咽泪沾巾,11,-59.222416,0.20783076
愁思胡笳夕,5,-35.060535,-1.5902318
凄凉汉苑春,9,-41.499012,-23.951933
犹瞻太白雪,16,12.780544,-1.1656162
喜遇武功天,14,53.478344,9.1615505
影静千官里,9,34.52238,-28.639908
心苏七校前,14,25.384892,-5.4968467
不寝听金钥,10,31.12963,-35.22236
因风想玉珂,16,8.98539,-13.754254
明朝有封事,7,9.985909,44.007114
数问夜如何,19,3.7346575,-19.257402
有弟皆分散,3,-16.311615,-10.21269
无家问死生,1,-52.876873,15.719384
寄书长不达,3,-18.536226,-13.144291
况乃未休兵,1,-49.81442,22.448105
满目悲生事,11,-46.44892,4.904551
因人作远游,16,2.9432719,-11.861609
迟回度陇怯,10,-8.115532,13.223632
浩荡及关愁,16,-3.560933,27.109724
心折此淹留,7,-15.441809,26.370754
属国归何晚,17,-6.136857,-10.4232
楼兰斩未还,1,-4.3822737,28.104557
衰飒正摧颜,6,-19.772924,0.44834128
胡为君远行,3,0.7577258,-18.052183
亲朋尽一哭,11,-55.481792,6.9857783
君子意如何,16,3.8018234,-17.415174
鸿雁几时到,17,4.33187,-21.208447
文章憎命达,7,-15.965901,32.96295
魑魅喜人过,14,61.498856,-7.8901725
应共冤魂语,1,-43.515972,12.020805
世人共鲁莽,18,6.3544145,28.402618
吾道属艰难,13,-18.057117,17.252693
囊空恐羞涩,13,-28.013865,27.699993
江东犹苦战,1,-49.407486,22.309708
回首一颦眉,0,0.16401537,-40.17275
客愁全为减,5,7.2273073,-6.448287
舍此复何之,19,-2.837772,-7.557331
不觉群心妒,18,-8.660444,39.452835
休牵众眼惊,10,13.369611,12.602652
作意莫先鸣,18,13.726308,12.320151
远送从此别,3,-24.38961,-14.804461
青山空复情,3,-18.041279,-21.955572
几时杯重把,16,6.772068,-20.67863
寂寞养残生,9,-34.94911,-26.284954
对酒爱新鹅,14,40.612907,-10.647205
狐狸奈若何,18,9.6947,18.299246
如何关塞阻,16,-6.1265397,-7.922691
转作潇湘游,16,15.246129,-12.045794
何必泪长流,16,26.53703,-1.2476192
江汉思归客,17,-6.309958,-23.977097
落日心犹壮,15,42.72217,26.102291
秋风病欲苏,14,18.677233,-2.7019627
病中吾见弟,12,-15.467765,-10.106922
泊船悲喜后,16,6.770723,-5.2126327
待尔嗔乌鹊,18,5.391443,14.682409
愁绝始星星,5,-33.68018,-6.102292
危樯独夜舟,9,-34.729042,-33.19109
名岂文章著,7,-13.963703,31.696539
官应老病休,13,-26.846937,13.957833
飘飘何所似,8,17.704927,-12.881505
天地一沙鸥,9,-10.799154,-14.328497
亲朋无一字,3,-16.844925,-10.676991
老病有孤舟,6,-30.484312,10.858874
凭轩涕泗流,11,-59.695377,2.7792268
不敢要佳句,10,-9.490337,15.754162
愁来赋别离,5,-32.986,-2.1874897
法自儒家有,4,27.681398,17.484327
心从弱岁疲,13,-25.974232,18.826982
缘情慰漂荡,16,22.255651,-8.88251
抱疾屡迁移,13,-28.17502,15.60796
经济惭长策,7,-9.924392,23.12383
音书恨乌鹊,3,-23.672422,-4.782603
号怒怪熊罴,1,2.5329294,38.07995
独泣向麒麟,11,-56.314697,4.503374
才高心不展,7,-14.8466625,28.819155
道屈善无邻,18,10.745806,18.444143
稻粱求未足,13,-28.671871,25.711899
薏苡谤何频,7,0.07179024,28.921186
几年遭鸟,13,-25.7177,20.149853
莫怪恩波隔,18,5.2899365,11.468769
汝啼吾手战,10,-1.2689469,12.964514
吾笑汝身长,18,9.957593,29.835777
高歌泪数行,11,-55.448166,2.2212126
老去悲秋强自宽,6,-43.097897,-8.180076
兴来今日尽君欢,2,53.3743,-4.191344
羞将短发还吹帽,18,-7.9372616,19.693619
笑倩旁人为正冠,14,58.28036,-10.609809
明年此会知谁健,6,-33.86904,-18.39491
醉把茱萸仔细看,16,20.161556,-8.969848
丞相祠堂何处寻,19,11.401744,-5.031736
长使英雄泪满襟,11,-61.99441,4.566282
蓬门今始为君开,14,21.997047,-20.605812
肯与邻翁相对饮,2,52.43795,-4.952283
隔篱呼取尽余杯,2,52.18878,-2.363751
厚禄故人书断绝,7,-16.9576,30.344112
恒饥稚子色凄凉,13,-36.044872,26.45874
欲填沟壑唯疏放,8,37.033943,8.452416
自笑狂夫老更狂,2,47.512466,2.676225
天涯涕泪一身遥,17,-6.476759,-19.373215
不堪人事日萧条,6,-45.774334,-8.710967
数回细写愁仍破,5,-30.12682,-2.349371
金盘玉筋无消息,3,-18.402512,-10.565984
惯看宾客儿童喜,14,53.76473,-8.180725
相送柴门月色新,16,26.302956,-25.711716
岂有文章惊海内,4,40.64849,20.928696
漫劳车马驻江干,16,4.2267447,-7.990905
不嫌野外无供给,8,30.422668,13.375751
乘兴还来看药栏,14,44.760593,-6.611394
思家步月清宵立,17,-6.990903,-28.513418
忆弟看云白日眠,16,1.1163033,-27.955423
为人性僻耽佳句,14,54.28826,-16.580578
语不惊人死不休,15,32.020924,31.925438
春来花鸟莫深愁,14,29.427588,-15.924467
焉得思如陶谢手,16,10.693282,-17.78524
初闻涕泪满衣裳,11,-56.630447,2.5132842
漫卷诗书喜欲狂,2,53.240932,6.7160363
白日放歌须纵酒,2,51.31015,5.6902275
花近高楼伤客心,5,-39.754818,-7.45829
万方多难此登临,1,-39.68973,7.1807733
可怜后主还祠庙,6,-46.98444,-15.934426
日暮聊为梁甫吟,7,-21.689573,-43.31264
独宿江城蜡炬残,9,-35.51778,-30.001904
永夜角声悲自语,11,-47.834053,12.101216
中天月色好谁看,9,6.903329,-29.151016
风尘荏苒音书绝,3,-17.4441,-12.373067
关塞萧条行路难,13,-18.755432,16.11027
已忍伶俜十年事,13,-29.857286,21.646427
强移栖息一枝安,16,7.551321,7.5271664
五更鼓角声悲壮,1,-47.476982,12.370505
野哭千家闻战伐,1,-48.874527,15.654715
人事音书漫寂寥,9,-16.005386,-35.08203
丛菊两开他日泪,11,-56.378124,-3.639085
孤舟一系故园心,17,-5.379587,-23.925903
寒衣处处催刀尺,13,-36.127605,7.228598
白帝城高急暮砧,9,-45.87453,-24.290749
听猿实下三声泪,11,-54.28173,-6.178912
奉使虚随八月槎,16,2.388663,-10.806992
山楼粉堞隐悲笳,5,-47.133926,11.203966
匡衡抗疏功名薄,7,-12.281676,31.883757
刘向传经心事违,7,-16.490791,26.682146
同学少年多不贱,4,41.352924,23.55514
五陵衣马自轻肥,4,23.51156,29.17473
闻道长安似弈棋,19,-2.8732343,-0.37613901
百年世事不胜悲,11,-46.88779,3.483297
鱼龙寂寞秋江冷,9,-38.532753,-29.147583
故国平居有所思,17,-2.3292096,-27.18069
一卧沧江惊岁晚,6,-16.52236,-3.941776
几回青琐点朝班,4,20.079517,39.26799
回首可怜歌舞地,6,-39.441887,-17.463255
昆明池水汉时功,4,45.838154,20.097246
武帝旌旗在眼中,15,33.26445,24.315548
关塞极天惟鸟道,9,-36.84378,-33.986176
江湖满地一渔翁,8,39.51277,-31.53226
彩笔昔曾干气象,4,40.844147,21.215113
白头吟望苦低垂,5,-30.768404,-8.493339
岂谓尽烦回纥马,18,2.3750796,28.461237
独使至尊忧社稷,7,-7.5372767,28.611395
诸君何以答升平,4,28.485462,16.895292
巫峡清秋万壑哀,5,-45.74216,-2.580819
正忆往时严仆射,16,10.340435,-4.118052
安得务农息战斗,8,29.783943,4.3114123
普天无吏横索钱,14,51.390255,15.8656225
支离东北风尘际,1,-52.81515,18.620386
飘泊西南天地间,17,-11.011455,-14.95307
羯胡事主终无赖,1,-7.805957,33.868423
词客哀时且未还,5,-41.392788,-4.1993995
庾信平生最萧瑟,6,-38.365078,-23.05606
分明怨恨曲中论,5,-42.223896,0.7155068
万里悲秋常作客,5,-32.344955,10.38926
百年多病独登台,6,-30.763489,10.828398
艰难苦恨繁霜鬓,13,-33.833286,17.43163
潦倒新亭浊酒杯,5,-21.709267,28.709394
不为困穷宁有此,15,27.180574,24.969059
正思戎马泪盈巾,11,-61.171288,4.5420623
年年至日长为客,17,-9.375584,-20.130854
忽忽穷愁泥杀人,13,-35.178658,19.425928
心折此时无一寸,7,-15.158419,26.1181
路迷何处见三秦,19,0.024327163,-5.9288526
遗恨失吞吴,7,-9.1541395,34.075726
秋来相顾尚飘蓬,17,-11.115001,-15.130869
痛饮狂歌空度日,2,49.077843,1.0691444
飞扬跋扈为谁雄,15,31.430725,28.359531
此曲只应天上有,4,35.63781,-10.246096
人间能得几回闻,4,36.756733,-9.610698
春光懒困倚微风,8,37.854656,-21.449352
可爱深红爱浅红,0,18.458738,-37.6299
留连戏蝶时时舞,14,34.145718,-18.282595
自在娇莺恰恰啼,14,33.78816,-18.401592
今人嗤点流传赋,18,6.87365,30.516445
不觉前贤畏后生,18,12.499472,25.003769
轻薄为文哂未休,18,7.97357,30.10862
尔曹身与名俱灭,1,2.633341,32.036003
不废江河万古流,15,41.24594,11.1211815
才力应难跨数公,7,-10.598016,24.660614
凡今谁是出群雄,4,33.631092,20.622463
不薄今人爱古人,4,24.344353,9.381016
清词丽句必为邻,14,33.835114,0.2896855
窃攀屈宋宜方驾,4,27.044718,31.243107
恐与齐梁作后尘,10,-5.5065975,12.530441
正是江南好风景,14,29.736332,-19.49688
落花时节又逢君,6,20.936975,-22.57618
情教细语传,0,17.370043,-32.874123
不知心大小,19,5.595131,0.9665707
容得许多怜,0,17.64646,-33.705223
芳树无人花自落,9,-40.050564,-35.600807
春山一路鸟空啼,9,35.370544,-25.133602
誓将挂冠去,15,33.2732,38.137398
觉道资无穷,8,35.118572,5.1990623
胜概纷满目,14,39.453472,-6.462501
衡门趣弥浓,8,45.024582,-13.957053
幸有数亩田,8,48.89561,-17.4853
还山愧尘容,7,-9.734419,20.865665
惆怅飞鸟尽,5,-33.811485,-11.02208
天子不召见,7,-13.154407,30.269909
挥鞭遂从戎,15,39.817223,35.734844
高歌披心胸,2,49.989334,6.2684665
为吾谢老翁,12,15.862546,7.613407
琵琶一曲肠堪断,11,-54.5453,-8.186793
岂能贫贱相看老,15,27.65594,25.288626
一生大笑能几回,2,57.429802,-3.9736674
斗酒相逢须醉倒,2,52.07266,-1.5437727
虏骑闻之应胆慑,10,10.019159,38.789528
车师西门伫献捷,4,49.041122,20.897192
亚相勤王甘苦辛,12,-26.592592,37.617912
誓将报主静边尘,15,36.543083,38.348522
古来青史谁不见,6,17.075596,20.881042
今见功名胜古人,4,45.01437,21.195602
愁云惨淡万里凝,5,-36.54145,2.0879753
山回路转不见君,9,-26.95354,-19.3388
雪上空留马行处,9,-27.099525,-19.11724
送君一醉天山郭,16,-2.2339785,-13.267339
正见夕阳海边落,9,-40.159946,-27.056425
柏台霜威寒逼人,10,-2.9632878,14.560954
热海炎气为之薄,14,41.156666,-4.5589156
飞鸟千里不敢来,10,-6.1826673,13.861209
山上孤云随马去,9,36.604767,-33.05384
君不闻胡笳声最悲,11,-47.725143,10.718715
愁杀楼兰征戍儿,5,-37.89221,1.2819064
胡笳怨兮将送君,3,-27.186502,-13.1608
边城夜夜多愁梦,5,-35.905148,-4.0031247
向月胡笳谁喜闻,5,-43.377274,-2.367131
自矜诸马皆不及,4,38.663284,22.416203
满城见者谁不爱,14,39.61372,-9.031997
可怜人马相辉光,4,35.24843,17.59482
男儿称意得如此,15,42.793324,22.646317
待君东去扫胡尘,15,37.046677,35.39812
为君一日行千里,12,29.103367,2.3906338
岂能愁见轮台月,16,20.69797,16.973204
功名只向马上取,15,41.083817,33.341717
真是英雄一丈夫,15,41.20904,27.927004
三十始一命,7,-17.10745,28.825718
宦情都欲阑,7,-26.777155,13.569083
自怜无旧业,13,-25.180063,15.598666
不敢耻微官,4,-6.7299213,21.8701
只缘五斗米,13,-27.256,25.502335
孤负一钓竿,7,-19.090296,-21.523104
夫子且归去,16,-4.2830663,4.594049
明时方爱才,4,24.688456,8.469304
还须及秋赋,16,21.626642,-12.9287195
莫即隐蒿莱,16,6.226828,10.302097
弟兄皆许国,15,37.479923,39.679592
天地荷成功,4,47.21024,21.269548
白发悲花落,6,-42.73834,-7.1374087
青云羡鸟飞,16,32.881657,-6.723712
圣朝无阀事,4,28.13215,16.903286
自觉谏书稀,7,-13.588453,27.180628
汉月垂乡泪,17,-5.603977,-21.222244
胡沙费马蹄,1,-6.569856,1.8595271
寻河愁地尽,16,5.4202194,-7.7558503
送子军中饮,16,-2.8653157,-13.3603
家书醉里题,16,20.303207,-9.190167
相思灞陵月,0,5.0501285,-32.88165
只有梦偏劳,19,5.3872724,-11.735362
勤学翻知误,7,-14.687378,18.679422
为官好欲慵,18,21.984482,27.034523
胜事那能说,14,36.757874,-6.7641926
王孙去未还,3,1.9971434,-20.17516
到来能几日,6,-25.034504,-34.838097
不觉鬓毛斑,6,-17.100101,-0.2459214
强欲登高去,16,38.416645,5.4102592
双袖龙钟泪不干,11,-62.041687,-1.5635142
凭君传语报平安,12,12.945867,-23.980349
看君马去疾如鸟,4,40.406094,8.243596
将军纵博场场胜,2,49.723297,24.955133
赌得单于貂鼠袍,15,49.57673,26.108864
遥忆美人湘江水,0,4.324267,-31.482422
岂力能制敌欤,15,29.872318,27.129826
诸使何为忍苦征敛,13,-4.9537,36.29609
使臣将王命,15,19.269281,40.206837
岂不如贼焉,18,2.2250965,30.389019
今被征敛者,13,-30.48177,31.564335
迫之如火煎,10,-3.5170777,39.99045
谁能绝人命,1,-0.72999287,36.324318
以作时世贤,4,29.595903,16.873129
思欲委符节,16,-6.748751,26.022413
引竿自刺船,8,31.708115,6.9064164
我心与瀼人,16,15.051352,2.4345188
岂有辱与荣,18,19.531504,21.573849
瀼人异其心,18,0.13569851,15.269081
应为我冠缨,18,24.253649,14.563254
昔贤恶如此,7,0.416239,24.515245
所以辞公卿,8,27.82515,12.086325
尤爱一溪水,8,43.510227,-21.024061
而能存让名,4,29.787613,18.26547
终当来其滨,16,20.579159,-16.657907
饮啄全此生,8,18.500546,24.043781
唱桡欲过平阳戍,16,13.243654,-11.169294
守吏相呼问姓名,10,-1.9938705,12.081935
乘兴轻舟无远近,2,45.131245,-6.3066382
白云明月吊湘娥,16,5.978301,-16.158424
犹恐春阴咽管弦,10,-7.769171,9.080511
蹉跎岁月馀,6,-18.938005,-32.569817
寂寞竟何如,9,-34.82389,-26.09374
离人无语月无声,3,-29.018078,-18.058971
明月有光人有情,12,23.526752,-28.999973
别后相思人似月,0,5.1531715,-33.764095
至亲至疏夫妻,18,-8.169769,4.2175875
以我独沉久,9,-32.326546,-24.939869
愧君相见频,7,-10.53569,20.474504
禅宫亦销歇,6,-39.724,-20.307823
尘世转堪哀,11,-44.65083,2.4266722
处处伴愁颜,5,-31.999664,-0.78578603
知有前期在,16,21.295156,-16.584213
难分此夜中,0,8.169825,-30.707024
江村月落正堪眠,8,39.130493,-23.431904
纵然一夜风吹去,16,1.6401451,3.7121577
王孙耐薄游,16,6.7611604,-9.156872
使君怜小阮,12,20.63278,-34.798473
应念倚门愁,3,0.24975011,-23.154457
独游屡忘归,8,41.06373,-28.740702
月明不能去,0,6.685912,-30.311459
更怜垂纶叟,8,15.212936,-25.556515
叹息分枝禽,5,-27.669226,2.546813
何时更相遇,3,6.0873394,-20.42241
今夕遥天末,16,13.008118,-19.324741
清光几处愁,5,-33.29518,-4.6088243
惟怜一灯影,9,-33.648857,-30.83849
颖上逃尧者,18,15.148457,14.531166
何如此养真,8,45.303284,-22.616932
冯夷空自舞,18,7.655276,5.259253
楚客不堪听,11,-38.83617,-4.308912
苦调凄金石,11,-47.5773,-0.6871795
苍梧来怨慕,3,-41.424274,-2.2569458
流水传潇浦,16,15.506879,-11.700547
悲风过洞庭,9,-46.59331,9.260744
潇湘何事等闲回,19,0.6028638,-19.715437
不胜清怨却飞来,5,-28.055265,-4.125279
鼓鼙悲绝漠,1,-47.445984,13.042045
莫断阴山路,16,6.8433614,9.402464
不知墙外是谁家,19,5.102723,-2.005873
疑有碧桃千树花,14,34.492443,-12.324174
且待寻思记得无,19,0.16393977,-3.4086695
哀闽也,1,-48.119053,6.3449306
天道无知,18,15.907929,24.499071
我罹其毒,13,-29.199091,17.002377
神道无知,18,15.760246,24.523005
彼受其福,14,29.09092,-3.7186048
郎罢别囝,3,-18.981434,-6.4225974
吾悔生汝,7,-20.780642,19.288475
囝别郎罢,3,-18.983532,-6.42725
心摧血下,1,-50.9652,7.483433
不得在郎罢前,7,-11.017472,1.8453728
风送宫嫔笑语和,14,55.482994,-7.5307393
莫嗔焙茶烟暗,14,21.908781,-2.0466492
却喜晒谷天晴,14,51.89185,-9.035017
不羡黄金罍,8,29.40034,11.521984
不羡白玉杯,8,29.23785,11.466029
不羡朝入省,8,29.491093,11.34382
不羡暮入台,8,29.352478,11.160353
惟羡西江水,16,32.994057,-6.7255936
他乡寒食远堪悲,11,-40.0259,-5.997692
贫居往往无烟火,13,-31.281116,26.384863
更催飞将追骄虏,15,42.026596,31.94882
莫遣沙场匹马还,1,-47.69811,19.562162
剑阁迢迢梦想间,16,8.22027,-13.419743
行人归路绕梁山,16,12.290717,-8.234872
乘轺奉紫泥,4,19.360817,40.12036
泽国渺天涯,9,-12.638821,-22.51892
更有高堂处,16,14.503896,-2.0774465
知君路不迷,12,24.04707,0.8404907
常恐道路旁,10,-7.4167824,11.212679
掩弃狐兔茔,10,-39.63592,15.089286
所愿死乡里,12,28.154762,38.96937
到日不愿生,1,-42.517574,19.11001
闻此哀怨词,11,-44.698288,0.89884835
念念不忍听,11,-22.061792,-6.8498826
欲识怀君意,0,6.294265,-34.763084
明朝访楫师,16,13.559455,-13.942844
持刀斫地翻作泥,1,2.2642114,35.2628
自言家贫母年老,13,-34.866997,26.074286
